/Users/rob/Projects/Julia/BHAtp cases/cases/figure_03
WOB: 30, Incl: 45
Dalpha: -5.683978516816893
Errors (1): 13.859285444748098
Errors (100): 0.10807206792267186
Errors (1000): 0.008494353256716117
Errors (5000): 0.0003423942789634314
Errors (10000): 0.00015099898849855152
Errors (15000): 9.675456809755237e-5
Errors (20000): 5.872218480179195e-5
Errors (25000): 3.556090697176198e-5
Errors (30000): 2.169042713286606e-5
Errors (35000): 1.3376077634750811e-5
Errors (40000): 8.356112801258427e-6
Errors (45000): 5.2907896219725825e-6
Errors (50000): 3.4019823050572246e-6
Errors (55000): 2.2270886959768018e-6
Errors (60000): 1.4877543627634236e-6
Errors (65000): 1.0159750752590726e-6
Errors (70000): 7.099527397682227e-7
Errors (75000): 5.076995280486641e-7
Errors (80000): 3.7123433311142826e-7
Errors (85000): 2.771051370356394e-7
Errors (90000): 2.1069339052594052e-7
Errors (95000): 1.6278164703436516e-7
Errors (100000): 1.2747841521399053e-7

WOB: 30000.0, Incl: 45.0
Force on bit: -14622.55092
New dalpha: -0.5
Errors (1): 14.0874655111302
Errors (100): 0.10804429642108228
Errors (1000): 0.008491318548028386
Errors (5000): 0.00039566534327038235
Errors (10000): 0.0001815555760145916
Errors (15000): 0.00011580472650805037
Errors (20000): 7.013821563439342e-5
Errors (25000): 4.2376352297889824e-5
Errors (30000): 2.5768258617969577e-5
Errors (35000): 1.5825234954828378e-5
Errors (40000): 9.834375934562322e-6
Errors (45000): 6.189213222306589e-6
Errors (50000): 3.953091071933402e-6
Errors (55000): 2.5692286099214103e-6
Errors (60000): 1.7034053744335236e-6
Errors (65000): 1.154450368008748e-6
Errors (70000): 8.008500200840431e-7
Errors (75000): 5.688765253869184e-7
Errors (80000): 4.135400773613562e-7
Errors (85000): 3.0719065352472847e-7
Errors (90000): 2.3268331357175607e-7
Errors (95000): 1.7927113662061356e-7
Errors (100000): 1.4012920233715415e-7

WOB: 30000.0, Incl: 45.0
Force on bit: -13379.92936
New dalpha: -5.88375068914787
Errors (1): 16.841458642675942
Errors (100): 0.11323317635732488
Errors (1000): 0.01075383681105201
Errors (5000): 0.0018450294956680066
Errors (10000): 0.0010627976219009642
Errors (15000): 0.0006762904660712218
Errors (20000): 0.0004431541888629333
Errors (25000): 0.0002841547342782941
Errors (30000): 0.00018364417390058678
Errors (35000): 0.000125584108881636
Errors (40000): 8.937954638655228e-5
Errors (45000): 6.437890107903414e-5
Errors (50000): 4.6924032849186045e-5
Errors (55000): 3.4564227465679426e-5
Errors (60000): 2.5695791471498218e-5
Errors (65000): 1.9259311598572333e-5
Errors (70000): 1.454040299627648e-5
Errors (75000): 1.1050905207087341e-5
Errors (80000): 8.451523667192093e-6
Errors (85000): 6.502822113871821e-6
Errors (90000): 5.033751957556032e-6
Errors (95000): 3.92077262187046e-6
Errors (100000): 3.073633842544295e-6

WOB: 30000.0, Incl: 45.0
Force on bit: 11.19217
New dalpha: -5.879251002335561
Errors (1): 16.840932730611907
Errors (100): 0.11323086679930916
Errors (1000): 0.010750367193228982
Errors (5000): 0.0018433669078340464
Errors (10000): 0.0010603362487513791
Errors (15000): 0.0006744989324982421
Errors (20000): 0.00044331102995245273
Errors (25000): 0.00028308264982536223
Errors (30000): 0.00018292143607712645
Errors (35000): 0.00012369280264999116
Errors (40000): 8.806404882444155e-5
Errors (45000): 6.338755876205764e-5
Errors (50000): 4.617446728846839e-5
Errors (55000): 3.399714507435577e-5
Errors (60000): 2.5266636631447644e-5
Errors (65000): 1.8934422870594246e-5
Errors (70000): 1.4294394359918557e-5
Errors (75000): 1.0864556621490088e-5
Errors (80000): 8.310304702960774e-6
Errors (85000): 6.395752400545771e-6
Errors (90000): 4.952523375356673e-6
Errors (95000): 3.859095040447357e-6
Errors (100000): 3.0267560050740535e-6
