/Users/rob/Projects/Julia/BHAtp cases/cases/figure_03
WOB: 30, Incl: 35
Dalpha: -5.257640055761656
Errors (1): 13.861192734364577
Errors (100): 0.10941495453194856
Errors (1000): 0.009531911178577991
Errors (5000): 0.000596671963895274
Errors (10000): 0.0003281872593524576
Errors (15000): 0.00020502297821981802
Errors (20000): 0.00012087660068602338
Errors (25000): 7.101025101509135e-5
Errors (30000): 4.182984532948318e-5
Errors (35000): 2.4828083127729255e-5
Errors (40000): 1.4909905947403663e-5
Errors (45000): 9.096838188107325e-6
Errors (50000): 5.65405973729356e-6
Errors (55000): 3.5929443543871903e-6
Errors (60000): 2.3438715774742735e-6
Errors (65000): 1.574963878887781e-6
Errors (70000): 1.0922842486055726e-6
Errors (75000): 7.820489613364489e-7
Errors (80000): 5.771422191290926e-7
Errors (85000): 4.3769245500355606e-7
Errors (90000): 3.3979049090510074e-7
Errors (95000): 2.6892409649468115e-7
Errors (100000): 2.1614840543523086e-7

WOB: 30000.0, Incl: 35.0
Force on bit: -13681.89959
New dalpha: -0.5
Errors (1): 14.090210792840553
Errors (100): 0.10941963132129436
Errors (1000): 0.009556426616667953
Errors (5000): 0.0006386047473768946
Errors (10000): 0.0003589080872751728
Errors (15000): 0.00022190741725660218
Errors (20000): 0.0001307567168202569
Errors (25000): 7.689941973994873e-5
Errors (30000): 4.552777892752491e-5
Errors (35000): 2.716420034657779e-5
Errors (40000): 1.6395040333223233e-5
Errors (45000): 1.0047893338573458e-5
Errors (50000): 6.270044363467692e-6
Errors (55000): 3.998268338557325e-6
Errors (60000): 2.616122662081352e-6
Errors (65000): 1.762459492022536e-6
Errors (70000): 1.225127204565222e-6
Errors (75000): 8.790474240844775e-7
Errors (80000): 6.501144504317344e-7
Errors (85000): 4.941343623654853e-7
Errors (90000): 3.845209494999833e-7
Errors (95000): 3.050983263174954e-7
Errors (100000): 2.458803145859216e-7

WOB: 30000.0, Incl: 35.0
Force on bit: -12433.84621
New dalpha: -5.481295836080339
Errors (1): 16.63738934479662
Errors (100): 0.11423776857205371
Errors (1000): 0.012575699481704887
Errors (5000): 0.002820435668007974
Errors (10000): 0.0019294468488665823
Errors (15000): 0.0015306544290966625
Errors (20000): 0.0012389771673519288
Errors (25000): 0.0010229087199235649
Errors (30000): 0.0008600411685886251
Errors (35000): 0.0007332051707704797
Errors (40000): 0.0006220348439418136
Errors (45000): 0.0005334902980415674
Errors (50000): 0.00046086710777837314
Errors (55000): 0.00039953865895858
Errors (60000): 0.0003471912306180896
Errors (65000): 0.0003003999784183757
Errors (70000): 0.0002607118312731754
Errors (75000): 0.00024512579047867645
Errors (80000): 0.0002276103691252799
Errors (85000): 0.00021295200374251008
Errors (90000): 0.0001997589114351897
Errors (95000): 0.0001864631021766637
Errors (100000): 0.00017385040719537965

WOB: 30000.0, Incl: 35.0
Force on bit: 10.01713
New dalpha: -5.477285964982022
Errors (1): 16.636966794715644
Errors (100): 0.11423454589483077
Errors (1000): 0.012568992414249483
Errors (5000): 0.002815887672052081
Errors (10000): 0.0019253820746554942
Errors (15000): 0.0015263423867998894
Errors (20000): 0.0012353009489762211
Errors (25000): 0.001019714363842581
Errors (30000): 0.0008572520711709025
Errors (35000): 0.000730764095662056
Errors (40000): 0.0006214974145096249
Errors (45000): 0.0005318049397765581
Errors (50000): 0.00045939266262195794
Errors (55000): 0.0003982510931059074
Errors (60000): 0.0003460675809972566
Errors (65000): 0.0002995969860891647
Errors (70000): 0.00025994905129561856
Errors (75000): 0.00024156960841528264
Errors (80000): 0.00022484502391427217
Errors (85000): 0.0002091079183387767
Errors (90000): 0.00019684712913229573
Errors (95000): 0.0001838314898809227
Errors (100000): 0.0001714257720120458
