/Users/rob/Projects/Julia/BHAtp cases/cases/figure_03
WOB: 40, Incl: 35
Dalpha: -5.4019432916095225
Errors (1): 13.860985221603057
Errors (100): 0.10933766481077946
Errors (1000): 0.009494984908276608
Errors (5000): 0.0005674935995710516
Errors (10000): 0.000299032303285562
Errors (15000): 0.00019125867186024659
Errors (20000): 0.00011705278593257534
Errors (25000): 7.133487318213594e-5
Errors (30000): 4.263478790209951e-5
Errors (35000): 2.5768447461065855e-5
Errors (40000): 1.572435274918218e-5
Errors (45000): 9.728471178197456e-6
Errors (50000): 6.116797137925076e-6
Errors (55000): 3.920068479926006e-6
Errors (60000): 2.569996319290607e-6
Errors (65000): 1.7291797537611178e-6
Errors (70000): 1.1967830312652137e-6
Errors (75000): 8.528484193459062e-7
Errors (80000): 6.253999197251075e-7
Errors (85000): 4.709931487138861e-7
Errors (90000): 3.6320118518164275e-7
Errors (95000): 2.857880393664875e-7
Errors (100000): 2.2865255467803828e-7

WOB: 40000.0, Incl: 35.0
Force on bit: -13684.09029
New dalpha: -0.5
Errors (1): 14.089876313037264
Errors (100): 0.10927918456307724
Errors (1000): 0.009498553657589203
Errors (5000): 0.0006163661818989199
Errors (10000): 0.0003357136897561193
Errors (15000): 0.00021455169640480473
Errors (20000): 0.00012928796173202386
Errors (25000): 7.73936100606884e-5
Errors (30000): 4.639266653873907e-5
Errors (35000): 2.7993887196527244e-5
Errors (40000): 1.7066588839155088e-5
Errors (45000): 1.0548745448057767e-5
Errors (50000): 6.6264050583489785e-6
Errors (55000): 4.243922582150187e-6
Errors (60000): 2.7817379902086055e-6
Errors (65000): 1.872354797557863e-6
Errors (70000): 1.2972578058156874e-6
Errors (75000): 9.260928821508803e-7
Errors (80000): 6.807593689522322e-7
Errors (85000): 5.141935515020209e-7
Errors (90000): 3.978195925250301e-7
Errors (95000): 3.141158792959559e-7
Errors (100000): 2.5220377901416064e-7

WOB: 40000.0, Incl: 35.0
Force on bit: -12470.20976
New dalpha: -5.636506209552597
Errors (1): 16.716367786413112
Errors (100): 0.11349844453993548
Errors (1000): 0.011940787550063094
Errors (5000): 0.002618985846778721
Errors (10000): 0.001733560486236452
Errors (15000): 0.0012636300032991055
Errors (20000): 0.0009695446104795318
Errors (25000): 0.0007999273862068707
Errors (30000): 0.0006701878098580194
Errors (35000): 0.0005716988097373479
Errors (40000): 0.000492911142076954
Errors (45000): 0.0004299961661687406
Errors (50000): 0.0003780473565908457
Errors (55000): 0.000331003102815073
Errors (60000): 0.0002913064692553525
Errors (65000): 0.00025604396891898423
Errors (70000): 0.00022611932003311372
Errors (75000): 0.0002004728513259608
Errors (80000): 0.00017756097235817892
Errors (85000): 0.00015733297305039405
Errors (90000): 0.00013944875870030538
Errors (95000): 0.00012362143676350582
Errors (100000): 0.00010960543973939453

WOB: 40000.0, Incl: 35.0
Force on bit: 12.12769
New dalpha: -5.631515641460519
Errors (1): 16.715521590917948
Errors (100): 0.1134966158975306
Errors (1000): 0.011936350197240835
Errors (5000): 0.0026146591007774177
Errors (10000): 0.001730255122461692
Errors (15000): 0.0012599212908305066
Errors (20000): 0.0009641552650779601
Errors (25000): 0.0007957330404887784
Errors (30000): 0.0006665019484488213
Errors (35000): 0.0005684322137363652
Errors (40000): 0.0004900668102200775
Errors (45000): 0.0004274554262251048
Errors (50000): 0.0003757751149550664
Errors (55000): 0.00033109380101143694
Errors (60000): 0.0002896543139449086
Errors (65000): 0.0002547172831164568
Errors (70000): 0.00022490985995730222
Errors (75000): 0.0001993632655662976
Errors (80000): 0.00017657912317440858
Errors (85000): 0.00015646337434450794
Errors (90000): 0.000138678423126927
Errors (95000): 0.00012293897380499707
Errors (100000): 0.00010900079665422752
