/Users/rob/Projects/Julia/BHAtp cases/cases/figure_03
WOB: 30, Incl: 60
Dalpha: -6.229471265776554
Errors (1): 13.857110207893207
Errors (100): 0.1065064865524512
Errors (1000): 0.00726160117625294
Errors (5000): 0.000210262686292752
Errors (10000): 2.7520260368142642e-5
Errors (15000): 1.064809401186571e-5
Errors (20000): 6.006681727609824e-6
Errors (25000): 3.8021478069658843e-6
Errors (30000): 2.6380794235219025e-6
Errors (35000): 1.9170367058120963e-6
Errors (40000): 1.4183862642007296e-6
Errors (45000): 1.0581750631493854e-6
Errors (50000): 7.948108516414694e-7
Errors (55000): 6.008107860669651e-7
Errors (60000): 4.5699714434311213e-7
Errors (65000): 3.497202625248005e-7
Errors (70000): 2.691862049467055e-7
Errors (75000): 2.083344514492144e-7
Errors (80000): 1.6206071059642416e-7
Errors (85000): 1.26654836773609e-7
Errors (89876): 9.999852394388627e-8

WOB: 30000.0, Incl: 60.0
Force on bit: -15714.72984
New dalpha: -0.5
Errors (1): 14.084376745497721
Errors (100): 0.10639686765567687
Errors (1000): 0.007254738512565747
Errors (5000): 0.00022228011119743968
Errors (10000): 3.0171103104133734e-5
Errors (15000): 1.2488813990483685e-5
Errors (20000): 6.745120134047633e-6
Errors (25000): 4.200375433490607e-6
Errors (30000): 2.8486327161786026e-6
Errors (35000): 2.029520270148455e-6
Errors (40000): 1.4826228839618666e-6
Errors (45000): 1.0987442984460845e-6
Errors (50000): 8.230690285445893e-7
Errors (55000): 6.219816499879413e-7
Errors (60000): 4.7359040643950627e-7
Errors (65000): 3.6305454148982467e-7
Errors (70000): 2.800443599054195e-7
Errors (75000): 2.1724283020258352e-7
Errors (80000): 1.6940235244653582e-7
Errors (85000): 1.327233602495975e-7
Errors (90000): 1.0443177807592171e-7
Errors (90914): 9.999685388796334e-8

WOB: 30000.0, Incl: 60.0
Force on bit: -14489.73723
New dalpha: -6.4142141396265275
Errors (1): 17.108880328164663
Errors (100): 0.11167124764260497
Errors (1000): 0.008664370297110095
Errors (5000): 0.0007839368412388408
Errors (10000): 0.0003730294851066611
Errors (15000): 0.00019720209491809487
Errors (20000): 0.0001101628862037816
Errors (25000): 6.306718187075295e-5
Errors (30000): 3.682078098907907e-5
Errors (35000): 2.1871650026574137e-5
Errors (40000): 1.322982907323443e-5
Errors (45000): 8.166286959686464e-6
Errors (50000): 5.162585057076525e-6
Errors (55000): 3.3558864021864836e-6
Errors (60000): 2.2505902569686456e-6
Errors (65000): 1.5600556920850117e-6
Errors (70000): 1.117568959562589e-6
Errors (75000): 8.255938108540821e-7
Errors (80000): 6.266369373185848e-7
Errors (85000): 4.865105818152268e-7
Errors (90000): 3.846178241601328e-7
Errors (95000): 3.083494765138392e-7
Errors (100000): 2.4981542011990615e-7

WOB: 30000.0, Incl: 60.0
Force on bit: 98.72101
New dalpha: -6.374192282373693
Errors (1): 17.090495582650608
Errors (100): 0.11166335119322256
Errors (1000): 0.008644617711002266
Errors (5000): 0.000763100143470893
Errors (10000): 0.0003676398333803477
Errors (15000): 0.00019051485418070398
Errors (20000): 0.00010808093035335739
Errors (25000): 6.240072655218022e-5
Errors (30000): 3.653403391430244e-5
Errors (35000): 2.173247988975102e-5
Errors (40000): 1.3154194310211569e-5
Errors (45000): 8.121507992994435e-6
Errors (50000): 5.134038017264518e-6
Errors (55000): 3.336364909341199e-6
Errors (60000): 2.2363165465916243e-6
Errors (65000): 1.5489764802430643e-6
Errors (70000): 1.1085513756571186e-6
Errors (75000): 8.179888885254997e-7
Errors (80000): 6.200752651230189e-7
Errors (85000): 4.807693613569819e-7
Errors (90000): 3.7956044633857545e-7
Errors (95000): 3.0387343651106003e-7
Errors (100000): 2.45859348613251e-7

WOB: 30000.0, Incl: 60.0
Force on bit: -1.90807
New dalpha: -6.374951153518778
Errors (1): 17.090868406221617
Errors (100): 0.11166349823940173
Errors (1000): 0.008644993435518314
Errors (5000): 0.0007634775587379406
Errors (10000): 0.00036774370178280127
Errors (15000): 0.0001907278819660284
Errors (20000): 0.00010812388266926522
Errors (25000): 6.241135626917495e-5
Errors (30000): 3.65396907243571e-5
Errors (35000): 2.1735155246321377e-5
Errors (40000): 1.3155629052446643e-5
Errors (45000): 8.122349833214051e-6
Errors (50000): 5.134572354574385e-6
Errors (55000): 3.33672988188029e-6
Errors (60000): 2.236582982459646e-6
Errors (65000): 1.549184808284776e-6
Errors (70000): 1.1087210817076185e-6
Errors (75000): 8.181299265348455e-7
Errors (80000): 6.201968216143538e-7
Errors (85000): 4.808768829197303e-7
Errors (90000): 3.796525612540893e-7
Errors (95000): 3.0396036634004946e-7
Errors (100000): 2.459352481329316e-7
