/Users/rob/Projects/Julia/BHAtp cases/cases/figure_03
WOB: 30, Incl: 50
Dalpha: -5.879251002335561
Errors (1): 13.858467544379739
Errors (100): 0.10749045812690289
Errors (1000): 0.008059496146452808
Errors (5000): 0.00028681706723339754
Errors (10000): 7.027656337617499e-5
Errors (15000): 3.46608688261945e-5
Errors (20000): 2.0434101157664383e-5
Errors (25000): 1.2639698636374171e-5
Errors (30000): 8.049386253294753e-6
Errors (35000): 5.245432187141249e-6
Errors (40000): 3.488199066975443e-6
Errors (45000): 2.360849744538557e-6
Errors (50000): 1.6273970245756731e-6
Errors (55000): 1.1432063642244132e-6
Errors (60000): 8.183597505849059e-7
Errors (65000): 5.965910946101362e-7
Errors (70000): 4.4241283374141944e-7
Errors (75000): 3.3323045623800026e-7
Errors (80000): 2.5449871960466937e-7
Errors (85000): 1.9673510075801694e-7
Errors (90000): 1.5366973107531126e-7
Errors (95000): 1.2109236044126488e-7
Errors (99135): 9.999863185931547e-8

WOB: 30000.0, Incl: 50.0
Force on bit: -15038.75316
New dalpha: -0.5
Errors (1): 14.086322486743798
Errors (100): 0.10742859112500722
Errors (1000): 0.008044733161729512
Errors (5000): 0.0003091671243189661
Errors (10000): 9.38911666180221e-5
Errors (15000): 5.964218018043881e-5
Errors (20000): 3.6462508443567153e-5
Errors (25000): 2.235897810171676e-5
Errors (30000): 1.3876985804746733e-5
Errors (35000): 8.73952336158951e-6
Errors (40000): 5.587461967376245e-6
Errors (45000): 3.6262286382506337e-6
Errors (50000): 2.3935346110830523e-6
Errors (55000): 1.6097955950406722e-6
Errors (60000): 1.1046919603211625e-6
Errors (65000): 7.740328458322549e-7
Errors (70000): 5.537434466855617e-7
Errors (75000): 4.041592642870561e-7
Errors (80000): 3.0052903418545765e-7
Errors (85000): 2.2725698858789014e-7
Errors (90000): 1.7440299276791192e-7
Errors (95000): 1.355465862786149e-7
Errors (100000): 1.0647756335974982e-7

WOB: 30000.0, Incl: 50.0
Force on bit: -13799.38033
New dalpha: -6.067081993398224
Errors (1): 16.934072037739732
Errors (100): 0.11254751418510871
Errors (1000): 0.009879836686395617
Errors (5000): 0.001399595240829417
Errors (10000): 0.000765782835610122
Errors (15000): 0.0004247934629954693
Errors (20000): 0.00025696245790987133
Errors (25000): 0.00015077041370678296
Errors (30000): 8.852575648675609e-5
Errors (35000): 5.229760432023628e-5
Errors (40000): 3.117671482614861e-5
Errors (45000): 1.8821638654677965e-5
Errors (50000): 1.156320807442622e-5
Errors (55000): 7.272645423078178e-6
Errors (60000): 4.713858197172072e-6
Errors (65000): 3.168599821184106e-6
Errors (70000): 2.219076106307609e-6
Errors (75000): 1.6219099088438494e-6
Errors (80000): 1.2350226936820084e-6
Errors (85000): 9.752057370909416e-7
Errors (90000): 7.935288591135643e-7
Errors (95000): 6.610246015192452e-7
Errors (100000): 5.603836168720243e-7

WOB: 30000.0, Incl: 50.0
Force on bit: 13.91344
New dalpha: -6.061474550120759
Errors (1): 16.933044740296378
Errors (100): 0.11253646855769835
Errors (1000): 0.009874025283812194
Errors (5000): 0.0013963228670243748
Errors (10000): 0.0007631261099430447
Errors (15000): 0.00042375551673536977
Errors (20000): 0.00025563141511813586
Errors (25000): 0.00015000261348886249
Errors (30000): 8.808692513488852e-5
Errors (35000): 5.204718737946638e-5
Errors (40000): 3.103375613718724e-5
Errors (45000): 1.873988653038079e-5
Errors (50000): 1.1516297542319528e-5
Errors (55000): 7.2455469041223135e-6
Errors (60000): 4.698017771530481e-6
Errors (65000): 3.159142271545707e-6
Errors (70000): 2.213241290051394e-6
Errors (75000): 1.6181266068197756e-6
Errors (80000): 1.2324003539959836e-6
Errors (85000): 9.732536658466848e-7
Errors (90000): 7.919637517143305e-7
Errors (95000): 6.596899447814112e-7
Errors (100000): 5.591919750269392e-7
