/Users/rob/Projects/Julia/BHAtp cases/cases/figure_03
WOB: 35, Incl: 45
Dalpha: -5.764290186338185
Errors (1): 13.859194822238907
Errors (100): 0.10803057267180002
Errors (1000): 0.00847493295313165
Errors (5000): 0.0003360727608912728
Errors (10000): 0.00013153991483930798
Errors (15000): 8.536988531007563e-5
Errors (20000): 5.2402079991618314e-5
Errors (25000): 3.208593448881958e-5
Errors (30000): 1.9795146673245258e-5
Errors (35000): 1.2352503531032797e-5
Errors (40000): 7.810344517916872e-6
Errors (45000): 5.005250731703739e-6
Errors (50000): 3.2564338705164467e-6
Errors (55000): 2.1558556027431893e-6
Errors (60000): 1.4552812247029282e-6
Errors (65000): 1.0032227146152595e-6
Errors (70000): 7.068671581107791e-7
Errors (75000): 5.090680740748591e-7
Errors (80000): 3.744219812122074e-7
Errors (85000): 2.8082864640704117e-7
Errors (90000): 2.1436428546737404e-7
Errors (95000): 1.6615895752391256e-7
Errors (100000): 1.3048803540138254e-7

WOB: 35000.0, Incl: 45.0
Force on bit: -14630.92257
New dalpha: -0.5
Errors (1): 14.08733112010477
Errors (100): 0.10796673958866929
Errors (1000): 0.008461241652064294
Errors (5000): 0.00037079276882663034
Errors (10000): 0.0001656223039540796
Errors (15000): 0.00010705085104457199
Errors (20000): 6.55199163620236e-5
Errors (25000): 3.9984027469064494e-5
Errors (30000): 2.455725876937684e-5
Errors (35000): 1.5231448089523875e-5
Errors (40000): 9.556664031936699e-6
Errors (45000): 6.0695489633662426e-6
Errors (50000): 3.909398751696316e-6
Errors (55000): 2.559970975095577e-6
Errors (60000): 1.7082160298004394e-6
Errors (65000): 1.1637993798947427e-6
Errors (70000): 8.106064390881046e-7
Errors (75000): 5.774960699527354e-7
Errors (80000): 4.206458880124178e-7
Errors (85000): 3.1287926904210127e-7
Errors (90000): 2.372022886108174e-7
Errors (95000): 1.828802250332735e-7
Errors (100000): 1.4304978242270957e-7

WOB: 35000.0, Incl: 45.0
Force on bit: -13405.21756
New dalpha: -5.968370223925242
Errors (1): 16.884350358071803
Errors (100): 0.1129599203344142
Errors (1000): 0.01043993502626431
Errors (5000): 0.001748294408592969
Errors (10000): 0.0010246095911014663
Errors (15000): 0.0006377595269914535
Errors (20000): 0.00039741481789652363
Errors (25000): 0.00024529527558014657
Errors (30000): 0.00016575093732303661
Errors (35000): 0.00011252779675096444
Errors (40000): 7.270367604296858e-5
Errors (45000): 4.824765242584715e-5
Errors (50000): 3.230263914586252e-5
Errors (55000): 2.1834433345980422e-5
Errors (60000): 1.4914073460815993e-5
Errors (65000): 1.030644319440135e-5
Errors (70000): 7.215798868658742e-6
Errors (75000): 5.126332085877191e-6
Errors (80000): 3.7016987232760245e-6
Errors (85000): 2.7212869924904477e-6
Errors (90000): 2.0395596252518423e-6
Errors (95000): 1.559982845669192e-6
Errors (100000): 1.2181692800731665e-6

WOB: 35000.0, Incl: 45.0
Force on bit: 11.46788
New dalpha: -5.963696147469921
Errors (1): 16.8837810795433
Errors (100): 0.11295930776023706
Errors (1000): 0.010436290515159572
Errors (5000): 0.001745284928383513
Errors (10000): 0.0010220072902089885
Errors (15000): 0.0006357509589267539
Errors (20000): 0.0003961035798186733
Errors (25000): 0.00024446256939583666
Errors (30000): 0.00016402654959086073
Errors (35000): 0.00011127926050224174
Errors (40000): 7.24190781605263e-5
Errors (45000): 4.8051570823689374e-5
Errors (50000): 3.216858224911653e-5
Errors (55000): 2.1742676764497747e-5
Errors (60000): 1.4851156443797611e-5
Errors (65000): 1.0263199106195493e-5
Errors (70000): 7.185979181478874e-6
Errors (75000): 5.1056826997968514e-6
Errors (80000): 3.6873178870427006e-6
Errors (85000): 2.711187861137964e-6
Errors (90000): 2.0323924141468954e-6
Errors (95000): 1.5548266821020486e-6
Errors (100000): 1.2143866999587042e-6
