/Users/rob/Projects/Julia/BHAtp cases/cases/figure_03
WOB: 35, Incl: 40
Dalpha: -5.553084509795868
Errors (1): 13.860090183182919
Errors (100): 0.1086815088439644
Errors (1000): 0.00896128134619861
Errors (5000): 0.00045927520643193154
Errors (10000): 0.0002218160903483888
Errors (15000): 0.00014199938241412694
Errors (20000): 8.644564512522858e-5
Errors (25000): 5.244416345257555e-5
Errors (30000): 3.1961581699318394e-5
Errors (35000): 1.963772805225797e-5
Errors (40000): 1.2196880591567731e-5
Errors (45000): 7.669991340936197e-6
Errors (50000): 4.890238884717719e-6
Errors (55000): 3.1698328976580344e-6
Errors (60000): 2.0946530895039855e-6
Errors (65000): 1.4145683251961334e-6
Errors (70000): 9.780599853995308e-7
Errors (75000): 6.930036937949826e-7
Errors (80000): 5.031215807491701e-7
Errors (85000): 3.7382687384849847e-7
Errors (90000): 2.8370259499931604e-7
Errors (95000): 2.1936171074663454e-7
Errors (100000): 1.7233965232187083e-7

WOB: 35000.0, Incl: 40.0
Force on bit: -14173.64491
New dalpha: -0.5
Errors (1): 14.088612370505297
Errors (100): 0.10863971755590884
Errors (1000): 0.008959239931565811
Errors (5000): 0.0005056342422076988
Errors (10000): 0.0002555564496001987
Errors (15000): 0.00016295997688193866
Errors (20000): 9.906496528864757e-5
Errors (25000): 6.002045757938921e-5
Errors (30000): 3.652127411881971e-5
Errors (35000): 2.2393878387288524e-5
Errors (40000): 1.3871861733178643e-5
Errors (45000): 8.695267854164623e-6
Errors (50000): 5.524288902047509e-6
Errors (55000): 3.5672775432561966e-6
Errors (60000): 2.34811853004558e-6
Errors (65000): 1.5796812794947433e-6
Errors (70000): 1.0883471729207937e-6
Errors (75000): 7.687733586698699e-7
Errors (80000): 5.567598237539428e-7
Errors (85000): 4.1295874330709207e-7
Errors (90000): 3.1307944539990034e-7
Errors (95000): 2.419906973959923e-7
Errors (100000): 1.9016131303704038e-7

WOB: 35000.0, Incl: 40.0
Force on bit: -12944.9607
New dalpha: -5.767814380067596
Errors (1): 16.78286438457178
Errors (100): 0.1134383234907606
Errors (1000): 0.011311039480913061
Errors (5000): 0.0022324061736753447
Errors (10000): 0.001376776272628456
Errors (15000): 0.0009435922068967232
Errors (20000): 0.0006479767786792294
Errors (25000): 0.0004682035428015639
Errors (30000): 0.0003438268965280741
Errors (35000): 0.0002564229460692748
Errors (40000): 0.00019888275775101056
Errors (45000): 0.00017304561185480958
Errors (50000): 0.00015015879881538163
Errors (55000): 0.0001310449846513521
Errors (60000): 0.00011500020707636567
Errors (65000): 0.00010134018617402341
Errors (70000): 8.956396394870782e-5
Errors (75000): 7.931461619409211e-5
Errors (80000): 7.033334363588161e-5
Errors (85000): 6.24261788802047e-5
Errors (90000): 5.544237437395211e-5
Errors (95000): 4.926079363362643e-5
Errors (100000): 4.3781354766192104e-5

WOB: 35000.0, Incl: 40.0
Force on bit: 8.66604
New dalpha: -5.764290186338185
Errors (1): 16.782808928617495
Errors (100): 0.11343734079246771
Errors (1000): 0.011308305681517701
Errors (5000): 0.0022296646594395873
Errors (10000): 0.0013748066616238105
Errors (15000): 0.0009405949260320965
Errors (20000): 0.0006464982945162548
Errors (25000): 0.0004664248095240902
Errors (30000): 0.00034244588455847213
Errors (35000): 0.000254617836205272
Errors (40000): 0.0001976796421592134
Errors (45000): 0.0001704450654197908
Errors (50000): 0.00014797714299713175
Errors (55000): 0.0001291293349055083
Errors (60000): 0.00011330510872295321
Errors (65000): 9.98365336867525e-5
Errors (70000): 8.822896669892944e-5
Errors (75000): 7.812892698036071e-5
Errors (80000): 6.928008063174174e-5
Errors (85000): 6.149045944223321e-5
Errors (90000): 5.461102708500931e-5
Errors (95000): 4.852214495562324e-5
Errors (100000): 4.312505050512388e-5
