/Users/rob/Projects/Julia/BHAtp cases/cases/figure_03
WOB: 35, Incl: 55
Dalpha: -6.1499295988670655
Errors (1): 13.857653847418325
Errors (100): 0.10694039765426558
Errors (1000): 0.007583427983488106
Errors (5000): 0.0002320385560687242
Errors (10000): 3.7600984001474004e-5
Errors (15000): 1.7883734733587124e-5
Errors (20000): 9.462053317652328e-6
Errors (25000): 5.376003549492208e-6
Errors (30000): 3.3670608574375684e-6
Errors (35000): 2.283598255088884e-6
Errors (40000): 1.6293192437527053e-6
Errors (45000): 1.1968100353778417e-6
Errors (50000): 8.959695284330424e-7
Errors (55000): 6.796134945531299e-7
Errors (60000): 5.205501055601178e-7
Errors (65000): 4.018315746851297e-7
Errors (70000): 3.1224042945548124e-7
Errors (75000): 2.44035210878353e-7
Errors (80000): 1.9172335894110276e-7
Errors (85000): 1.5133528513633014e-7
Errors (90000): 1.199646469996884e-7
Errors (93978): 9.999704955377565e-8

WOB: 35000.0, Incl: 55.0
Force on bit: -15409.56745
New dalpha: -0.5
Errors (1): 14.085160202412531
Errors (100): 0.10682211698112812
Errors (1000): 0.007508777197281708
Errors (5000): 0.00025555128987155126
Errors (10000): 5.079189960466719e-5
Errors (15000): 2.4802373344077107e-5
Errors (20000): 1.2304657059184565e-5
Errors (25000): 6.548032478788391e-6
Errors (30000): 3.864595220377553e-6
Errors (35000): 2.5066411423510043e-6
Errors (40000): 1.7385040707092943e-6
Errors (45000): 1.2573502258534098e-6
Errors (50000): 9.343554379354027e-7
Errors (55000): 7.068152999623774e-7
Errors (60000): 5.413065362038926e-7
Errors (65000): 4.183538002852616e-7
Errors (70000): 3.256879779457291e-7
Errors (75000): 2.551064952093563e-7
Errors (80000): 2.0089489494392765e-7
Errors (85000): 1.5896149655896865e-7
Errors (90000): 1.2632266502952086e-7
Errors (95000): 1.007745713642176e-7
Errors (95173): 9.999624225541094e-8

WOB: 35000.0, Incl: 55.0
Force on bit: -14196.61577
New dalpha: -6.352094524490868
Errors (1): 17.077938677349923
Errors (100): 0.11166966514272456
Errors (1000): 0.009090843387902111
Errors (5000): 0.0010346800694684929
Errors (10000): 0.0005309029575054873
Errors (15000): 0.0002816147560001704
Errors (20000): 0.00015255897218341733
Errors (25000): 8.505294842224777e-5
Errors (30000): 4.865794348608521e-5
Errors (35000): 2.888713291757034e-5
Errors (40000): 1.8572714853609532e-5
Errors (45000): 1.1611217933734155e-5
Errors (50000): 7.359580679068289e-6
Errors (55000): 4.776287693030256e-6
Errors (60000): 3.1862197522871837e-6
Errors (65000): 2.191348304762665e-6
Errors (70000): 1.5563919732786004e-6
Errors (75000): 1.1414010438803102e-6
Errors (80000): 8.626057406673721e-7
Errors (85000): 6.695098797509991e-7
Errors (90000): 5.314338185392151e-7
Errors (95000): 4.295411272775639e-7
Errors (100000): 3.521131878026237e-7

WOB: 35000.0, Incl: 55.0
Force on bit: 74.03692
New dalpha: -6.321733540760546
Errors (1): 17.0644486242301
Errors (100): 0.11166189464668069
Errors (1000): 0.009070493169774933
Errors (5000): 0.0010230330268559476
Errors (10000): 0.000524755603667518
Errors (15000): 0.00027681711370770043
Errors (20000): 0.0001505963724985097
Errors (25000): 8.420654520924787e-5
Errors (30000): 4.827161203429871e-5
Errors (35000): 2.9753138352954488e-5
Errors (40000): 1.86255835142337e-5
Errors (45000): 1.1546824562747421e-5
Errors (50000): 7.309547997538899e-6
Errors (55000): 4.740879011266126e-6
Errors (60000): 3.162720192729255e-6
Errors (65000): 2.1751860500590254e-6
Errors (70000): 1.5446469886850076e-6
Errors (75000): 1.1323736817651629e-6
Errors (80000): 8.553049165763695e-7
Errors (85000): 6.633673856133293e-7
Errors (90000): 5.261087606364225e-7
Errors (95000): 4.2483853130381214e-7
Errors (100000): 3.4790859069056766e-7
